docid,text,person_id,first_name,last_name,date,Party,Constituency,label
text46272,"Cases in the south-west remain lower than in most of England, although the numbers are heading in the wrong direction. We are well prepared in Devon with the Nightingale hospital in Exeter. We must take steps to ensure that our NHS is not put under severe strain this winter and keep our hospitals open for non-covid admissions. We have a duty to protect lives and livelihoods, and our local economy is already incredibly fragile. What assurances can the Prime Minister give East Devon that come 2 December, without a shred of doubt, the return to a regional tiered approach will happen to reduce the spread and keep businesses going?",25911,Simon,Jupp,02/11/2020,Conservative,East Devon,
text24347,"The Government are committed to helping all employees during this challenging time. The coronavirus job retention scheme is an unprecedented scheme to protect employment, and it has supported more than 9 million jobs. As always, equalities legislation requires that employers must not discriminate based on gender, or pregnancy and maternity, in the workplace.",25331,Paul,Scully,17/06/2020,Conservative,Sutton and Cheam,
text47482,"Of course, the hon. Member for Amber Valley (Nigel Mills) is a member of the Backbench Business Committee, so he would be asking himself for a debate.I thank the Leader of the House for the business statement and for announcing the Back-Bench business for next Thursday. The first debate will be on a motion on the effect of the covid-19 pandemic on refugee communities, led by my hon. Friend the Member for Bethnal Green and Bow (Rushanara Ali). The second debate will be on achieving the ambition of a smoke-free England by 2030, in light of the covid-19 pandemic and public health reorganisation, the lead Member for which is my hon. Friend the Member for City of Durham (Mary Kelly Foy).The Home Office had a huge backlog of cases and processing applications by refugees and asylum seekers prior to the pandemic. The Home Office has now contacted my office to ask my staff whether they would accept verbal updates on individual cases, as it says it does not have the capacity to do it in writing. That would mean we would have to take note of what was being said and relate that to the constituent concerned, which is most unsatisfactory. The system was a mess before the pandemic and it is now a mess that is getting worse, leaving constituents completely in a void. May we have a statement from the Home Secretary about what is happening in the Home Office and its immigration management system?",24919,Ian,Mearns,05/11/2020,Labour,Gateshead,
text17589,"I beg to move, That the Bill be now read a Second time.I congratulate the new shadow Chancellor and her shadow Treasury team on their appointments. Six weeks ago, on 11 March, this House assembled to hear my right hon. Friend the Chancellor deliver his Budget speech. How long ago that seems now when every day feels like a decade. A Budget statement is a central part of our democracy; indeed, it is at the very heart of a parliamentary tradition of accountability for taxation that goes back to the 13th century. It is deeply sobering to reflect that that 11 March moment might be the last great parliamentary occasion we have in this Chamber for some time to come.Truly, we know better now. We live in a disenchanted world, a world of self-isolation, of social distancing, of shielding, of lockdown. In the Treasury and across Government as a whole we have worked around the clock since then to respond to the extraordinary challenges posed by the coronavirus to people’s lives and livelihoods. The same has been true in this Palace of Westminster. I know that I speak for all my colleagues in saying that I have the greatest respect for the work that you, Mr Speaker, and so many others, including parliamentarians across this House, have done to prevent covid-19 from becoming a threat to our democracy itself. I pay special tribute to all the Clerks and staff of this House of Commons and of the Palace of Westminster for working so quickly and creatively to adapt to this new reality and for their skill in drawing on the flexibility and resilience of our uncodified constitution to create a virtual Parliament.When this Chamber was bombed and destroyed on the night of Saturday 10 May 1941, with the fires raging, the roof fallen in and the Lobbies and corridors gutted, it was decided that the Commons should sit immediately in Church House. Extraordinary measures were undertaken at great speed to transfer proceedings to the new location. The Commons rarely sat on Mondays, so it duly reconvened in the normal way on Tuesday 13 May, but it did so in Church House. There were oral questions to the Secretary of State for War, including on officers’ outfits and the collection of swill and vegetable waste from military units, followed by a full Order Paper of business and, at the end, a short statement from the Prime Minister in which he reported that the old Chamber was damaged beyond immediate repair and that preparations were already under way for a move to a further location, if that should be necessary. Thus the biggest and the worst raid of the blitz resulted in the loss of not one single day — indeed, not one single minute — of sitting time for Parliament. It is a moment of which this country can be intensely proud.Why so much determination and so much speed? It was so that, as Churchill said:“hon. Members may be reassured that the work of our Parliamentary institutions will not be interrupted by enemy action”. —  [Official Report, 13 May 1941; Vol. 371, c. 1086.]It was so British democracy should not be thought to have been destroyed amid the burning ruins of the Commons Chamber, and so that the great thread of public scrutiny and parliamentary accountability that  gives legitimacy and authority to our Government should not be broken. So it is again today, Mr Speaker. For that, we are, and we will always be, profoundly grateful. I hope that we shall soon return to the close combat of political business, whether that be the intimate interrogation of the Chamber, the camaraderie of the Lobbies or the noise and clamour of a full House packed to the rafters with MPs, press and public looking on, all fully intent on our national political business; the House of Commons as the cockpit of the nation.Here again, history can be our guide. When the Chamber was rebuilt, special care was taken to make it, as it had been, too small for the number of Members. That was at the specific insistence of Churchill. In his words, the essence of good House of Commons speaking is the “conversational style”. This requires a“fairly small space, and there should be on great occasions a sense of crowd and urgency…a sense that great matters are being decided, there and then, by the House”.Not for Churchill the vast, empty hall of Deputies, the amphitheatre, or what he called “Harangues from a rostrum”. Without that collective sense of crowd and urgency and the ever-shifting energy of the House in action, we lose something vital.Mr Speaker, I ask you this: can we not also gain from this great virtual experiment? Through new forms of questioning and calmer, more dispassionate cross-examination of Government, may we not find glimmers of new possibility amid the present gloom? I believe that we can. The significance of today’s debate lies not just in this Finance Bill, important though it is; it marks a new legislative beginning for Parliament. As we go forward together, I hope that we in this House can restore not merely our old ways, but what was best in them, and use this moment to add, to develop, to reform and to make them better still.When my right hon. Friend the Chancellor addressed the House on 11 March, he announced a Budget focused on delivering the Government’s manifesto commitments from the general election last year. He did not only that; he also set out and carefully explained the reasons for a very ambitious and wide-ranging set of measures designed to tackle the coronavirus head-on, to buttress our frontline services and to support people, families and businesses affected by the pandemic.Since then the Government have gone much further still. Indeed, we have announced what we believe to be the most comprehensive and far-reaching economic response to covid-19 in the developed world, and Ministers and public servants across Government have worked to deliver it. Among its many different packages, that response includes a job retention scheme, which guarantees 80% of the wages of furloughed workers, and which has been conceived, developed and launched by Her Majesty’s Revenue and Customs in just a few weeks.Alongside the job retention scheme is a similarly generous scheme aimed at supporting the self-employed for 80% of taxable trading profits up to £50,000. This covers some 95% of those who are mainly self-employed, including cleaners, taxi drivers, plumbers, musicians, journalists, electricians, childminders and many others. Businesses can also benefit from more than £300 billion-worth of Government-backed loans, numerous tax cuts  and grants, with a business rates holiday for the worst-affected sectors of the economy. There has also been a further package of measures aimed at the charitable sector.These are unprecedented measures for unprecedented times. The impact of the coronavirus falls not only on businesses, but directly on the well-being of some of the most vulnerable people in our society, whom the Government are determined to protect. For that reason, the Government have raised by £1,000 the universal credit standard allowance and working tax credit basic element for a year. Almost a billion pounds has been allocated so that the local housing allowance can cover at least 30% of market rent, and the Government have offered vouchers or meals at home for children who would otherwise be eligible for free school meals.This Bill goes beyond the immediate response to covid-19 by delivering the Government’s manifesto commitment to make the tax system fairer and more proportionate. For example, care leavers who start apprenticeships will pay no income tax on bursary payments that they receive. I am delighted to say to recipients of payments under the Windrush compensation scheme and the troubles permanent disablement payment scheme that those payments will be exempt from income, inheritance and capital gains tax, and inheritance tax will not be collected on Kindertransport fund payments.Taxes are rarely popular or straightforward, but they are necessary to support our public services. Now, more than ever, the Government have a duty to ensure that the rules are applied correctly. Last month, my right hon. Friend the Chief Secretary to the Treasury announced that, in the light of covid-19, the Government will delay the introduction of reforms to the off-payroll working rules in order to give businesses more time to adapt. However, he was clear that the Government remain fully committed to introducing these reforms to ensure that people working like employees but through their own limited companies pay broadly the same tax as individuals who are employed directly. That has not changed, and the Government will introduce an amendment to the Bill in due course to legislate for a new commencement date of 6 April 2021. The Government will use the additional time to commission further external research into the long-term effects of the reforms in the public sector, with the intention that that research will be available before the reforms come into effect in the private sector in April 2021.Meanwhile, this Bill implements the recommendations of Sir Amyas Morse’s independent review of the loan charge. It will mean that the loan charge no longer applies to loans entered into before 9 December 2010, which is the point at which Sir Amyas found that the law put beyond doubt the fact that disguised remuneration schemes were a form of tax avoidance. The Bill also brings forward legislation to repay taxpayers who voluntarily settled for years that are no longer in scope, while those still able to pay will be able to spread their loan balance over three tax years to suit their finances.The Budget also included changes to help businesses to prosper for years to come. This Bill will implement the Government’s manifesto commitment to increase the research and development expenditure credit rates from 12% to 13% in order to help drive growth and productivity across the UK, and to continue to support this country’s proud history of innovation. It also raises  the structures and buildings allowance rate from 2% to 3%, which should help to stimulate long-term capital investment in the United Kingdom by strengthening the business case for investment in shops, factories and agricultural buildings. Those changes apply nationwide, underlining the fact that, even in these times of uncertainty, the Government are seeking to level up investment and opportunity right across the whole United Kingdom.The Government have made successive cuts to the rate of corporation tax since 2010 and we now have the lowest headline rate in the G20. That has helped to create a corporate tax system that supports British businesses, boosts economic growth and strengthens the UK’s pull for inward investment.However, the extra benefits of lowering corporation tax rates still further must be balanced against other objectives, such as funding the NHS and the public services on which we all rely. That is why the Chancellor announced that the Government will not cut the corporation tax rate further this year, but instead will maintain it at 19%, in line with their manifesto commitment.Likewise, while the Government are committed to encouraging entrepreneurial activity, the evidence indicates that entrepreneurs’ relief in its current form is neither effective in stimulating new business growth nor good value for money. By reducing the lifetime limit from £10 million to £1 million, we are returning the relief to its original purpose while continuing to promote and reward enterprise.Finally, following an extensive period of consultation, the Bill will implement the digital services tax. Digital businesses providing search engines, social media platforms and online marketplaces derive significant value from their UK users, but current international corporate tax rules mean that that value is not reflected in the level of UK tax they pay. Setting a tax on revenues from those digital services at a rate of 2% will make the system fairer and should raise up to £2 billion over the next five years, but the Government’s ultimate goal is to secure a long-term global solution. We are working with international partners through the Organisation for Economic Co-operation and Development to agree a way forward.Covid-19 is the most pressing challenge for the country — and, indeed, the world — at the moment, but it is by no means the only one. Notwithstanding our intense focus on tackling the pandemic, the Government have not lost sight of longer-term public concerns, notably the need for the UK to move to a greener and more sustainable economy in the years ahead. Now that we have left the European Union and as we prepare to leave the EU emissions trading system, this Bill introduces legislation for both a charging power to create a UK emissions trading system, and a carbon emissions tax.This twin-track approach is designed to ensure that, whatever the circumstances, the UK will have an effective carbon pricing regime in place. In the Budget, the Chancellor also revealed key elements of the plastic packaging tax, which should significantly increase the use of recycled materials in packaging. This Bill allows preparatory spending ahead of its introduction.The Bill will also encourage the uptake of zero-emission vehicles by removing them from the vehicle excise duty expensive car supplement, which will mean that employers and employees pay no tax on zero-emission company  cars in 2020-21. The United Kingdom has led the world in introducing legally binding carbon emissions reduction targets; these measures underline once again how serious the Government are about meeting those targets.My right hon. Friend the Prime Minister has made it quite clear that we will do what it takes to support our public services and key workers as they respond to this pandemic, and to safeguard jobs and businesses so that our economy can bounce back as quickly as possible. Yet we must also look to the future. The advent of a virtual Parliament is a chance to chart new territory, and this Bill is a first step on that journey.The Bill also redeems the manifesto promises of the last election. It points the way to a fairer tax system and a greener and more sustainable future. With the support of Members from across the House, and as we look beyond lockdown, it gives us all an opportunity to cement the United Kingdom’s place as one of the most innovative, exciting and enterprising nations in the world. For all those reasons, I commend this Bill to the House.",24827,Jesse,Norman,27/04/2020,Conservative,Hereford and South Herefordshire,
text13792,"Let me begin by thanking my right hon. Friend the Member for Richmond (Yorks) (Rishi Sunak) for his excellent first Budget yesterday. He set out an ambitious economic agenda that backs business and innovation and invests in hospitals, schools and police, and I welcome the freezing of beer and fuel duty. It is a Budget that benefits everyone in Britain by levelling up the economy and delivering on our ambitious manifesto commitments to spread opportunity across every community. I agree with the many other hon. Members who welcome the Chancellor’s increased support for businesses in the light of the current coronavirus pandemic, and I also welcome the Government’s extra support at this difficult time.To return to the economy in general, my constituents in Stafford have seen at first hand the economic advantages of having a Conservative Government. It is estimated that someone working full time on the minimum wage  in the west midlands is over £5,200 better off than when Labour was in power a decade ago, which represents a real improvement in the lives of ordinary people. As a former entrepreneur who set up and sold my own small business prior to entering Parliament, I understand the importance of job creation, and we must continue to back wealth creators. Nationally, it is the Conservatives who have put employment at a record high, and I welcome the more than 3 million new jobs created since 2010. Over the past decade, the British economy has grown faster than those of France, Italy and Japan. I was particularly pleased that the Office for National Statistics recently announced that employment in the west midlands has risen by 0.7% — the highest employment rate across the whole country.With its rich history of shoemaking to its role as a thriving engineering centre, my constituency of Stafford has long been a key region for British manufacturers. We have an ambitious local plan to increase tech start-ups in the region to create a “silicon Staffordshire”. A great example of that is the local employer Risual, which is one of the UK’s leading technology firms. I recently visited the company, and I congratulate it on its excellent work in championing apprenticeships and ensuring that local students have access to quality jobs. It is a great example of an internet business helping to create real jobs on the ground. I also recently met the local Staffordshire chamber of commerce and our excellent Mayor of Birmingham, Andy Street, and I agree with both that a skilled workforce is vital to securing our economic future. That is one of the reasons why I am such a big champion of apprenticeships, and I am pleased that the Government are continuing to promote them and T-levels. It is important that we continue to strive to plug any local skills gap.Last Friday, I visited Stafford College, which has been rated outstanding by Ofsted, and met some of the students and apprentices who form part of our future workforce, learning about their specialist training with local employers across Staffordshire. I was therefore pleased to hear in the Budget that the Chancellor has committed an additional £3 billion to a skills fund to help ensure that young people are gaining the skills they need to get well-paid jobs. I look forward to working with employers to ensure that the west midlands continues to create a record number of jobs to be filled by local people. Young people are the future of our country, and it is vital that they are being trained to become employees with transferable skills who can contribute to the economy.Stafford is open for business and the people of Stafford have always believed in getting stuff done, which I am sure our Chancellor will appreciate. My constituency also has General Electric, which employs 1,700 people and is a great example of a multinational company providing high-quality jobs for my constituents while also playing a major exporting role for the UK.Finally, I would like to congratulate MOD Stafford in my constituency and pay a huge debt of gratitude to all our armed forces personnel for the vital contribution they make in serving our country. I was particularly pleased that the Chancellor announced yesterday that we will now have a national insurance holiday for employers of veterans in their first year of civilian employment, a much-needed step in encouraging companies  to employ ex-servicemen and women. I encourage the Government to continue to maximise employment levels for those who have served in our armed forces.",25900,Theo,Clarke,12/03/2020,Conservative,Stafford,
text30299,"We are committed to ensuring that victims of crime receive the support that they need now, during covid, but also in the future. We are recruiting an  additional 20,000 police officers, investing in the Crown Prosecution Service, and rolling out £76 million to support victims of sexual violence and domestic abuse, as well as vulnerable children.",25340,Alex,Chalk,14/07/2020,Conservative,Cheltenham,
text58741,"The covid-19 pandemic has further exposed and widened the tremendous health inequalities in Stockton, where healthy life expectancy is among the lowest in the country. It also has by far the highest number of covid cases on Teesside — now well in excess of 10,000. Secretary of State, when can we have a new hospital for Stockton to help to tackle those inequalities?",24742,Alex,Cunningham,12/01/2021,Labour,Stockton North,
text37932,What assessment he has made of the effect of the covid-19 outbreak on young people in custody. ,25432,Cat,Smith,22/09/2020,Labour,Lancaster and Fleetwood,
text57249,"Legally, there is a review every two weeks, but in practice we review every week, and I will not wait a week longer than necessary to get places out of tier 3 if we can safely do that. To people across Colne Valley I would say, first, that the reduction in rates has been impressive, but we are not there yet. The pressure on the NHS has reduced, but is still significant. I would also say to everybody in Colne Valley that they have a Member of Parliament who probably makes his case to me more than any other. It is not for want of effort from the local MP, but this decision is based on the epidemiology, and I really hope we can get there soon.",24773,Matthew,Hancock,17/12/2020,Conservative,West Suffolk,
text17241,What assessment he has made of the role of the Union in tackling the covid-19 outbreak. ,25874,Christian,Wakeford,22/04/2020,Conservative,Bury South,
text69122,"I would like to speak to new clause 1. First, I am grateful to the Financial Secretary for putting the record straight. It was a reflection of the fact that there was no Opposition Minister on duty. It is suboptimal to have an Opposition Minister speaking by video link: Members have no opportunity to challenge some of his statements, many of which I thought were absolutely out of order. You are obviously the judge of that, Chair, but to call Ministers corrupt, as other Members have in this debate, or to accuse them of cronyism, is basically bringing this House into disrepute.Yet again, we have the Opposition’s obsession that everything public sector is good and everything private sector is bad. It is simply outrageous. It goes back to that sturdy horse analogy. It is pulling the whole wagon, whether it be vaccine companies or indeed our GPs. Our GPs have done a wonderful job disseminating the vaccine to so many people, and it is heart-warming to go to those centres and see that. GPs are private practices. The health service has never been totally public sector, and we should recognise that. We should recognise the benefits that the private sector brings, just as the public sector clearly brings huge benefits, too.I agree with my hon. Friend the Member for Harrogate and Knaresborough (Andrew Jones) that this new clause would simply bring an unnecessary added layer of bureaucracy. I absolutely support the need for accountability and the proper assessment of where taxpayers’ money is spent — we absolutely must be responsible about that — but I do not know where it would end under the new clause, because much of the money that we have provided to deal with the coronavirus crisis has been provided through the private sector, not least the loans through the banks. The hon. Member for Luton North (Sarah Owen) seemed to think that there were no checks on that  process, which is clearly not the case. Banks go through a lot of checks, even when the Government are guaranteeing loans, so that is simply not correct.The new clause deals with procurement. The comments on procurement and allegations of corruption and cronyism just do not sit with the facts. As my hon. Friend the Member for South Cambridgeshire (Anthony Browne) rightly said, there is no evidence of ministerial involvement in any of the decisions. The NAO report on procurement said:“Government was having to work at pace…in a highly competitive international market”and“secured unprecedented volumes of essential supplies…to protect front-line workers.”Do we honestly want to go through a complex procurement process at a time when we are desperate for supplies?This is obviously a case of the Opposition trying to score cheap political points. I think the public look at it and think “a plague on all your houses” when outlandish claims of corruption are made. Clearly, some of those claims will land, and the public think that all politicians are corrupt, but that is clearly not the case. The vast majority of people who come into politics do so for the best of reasons. It is deeply unhelpful and totally inaccurate.Finally, of course we need to improve procurement. In December, an excellent Green Paper was published. It was all about value for money, transparency, the cutting of red tape and, crucially, making it much easier for small and medium-sized enterprises to get involved in the procurement of public sector contracts, even to the extent that there would not have to be the international competition that the EU rules used to require and we could have geographical conditions and thereby benefit SMEs in a local area. I absolutely support that approach. There are lessons to be learned and there is room for some really good reform, but the new clause should not be supported.",25415,Kevin,Hollinrake,11/03/2021,Conservative,Thirsk and Malton,
text18625,"I and the Liberal Democrats welcome the review that Public Health England is undertaking. I thank the Minister for her response to my question. I hope it means that she will come to the House to make a statement when we finally have the outcome of that review, but there are some things that we can do right now to better understand the disproportionate impact of covid-19 on the BAME community. One of those would be to ask a question on ethnicity on the NHS coronavirus symptom checker, which would surely give us the data that the review needs. Will she commit to speaking to the Department of Health and Social Care on adding that question to the survey?",25689,Layla,Moran,06/05/2020,Liberal Democrat,Oxford West and Abingdon,
text37955,"Again, we have heard warm words from the Dispatch Box. I am sorry to have to spoil the Justice Secretary’s birthday, but the truth is this: the Government simply have not got to grips with the crisis in legal aid, and those on the front line of our criminal justice system know it. Nearly two years on from the announcement of a criminal legal aid review, the plan for accelerated items has only just been published. That sticking plaster might just have sufficed before covid, but for a justice system already on its knees, it is woefully insufficient, and victims, defendants and practitioners alike are paying the price. Will the Minister put a stop to the dither and delay, recognise the urgency of the situation, and commit to expediting the remaining stages or at the very least come up with a realistic timetable?",24767,Karl,Turner,22/09/2020,Labour,Kingston upon Hull East,
text65615,"Today’s announcement by the Prime Minister will come as a relief to so many. The outlining of a clear route out of lockdown was highly anticipated in my constituency and understandably so. The past months have been incredibly tough for people across the country, with businesses forced to remain closed, children unable to go to school and exhausted parents doing their best to home school while having to work from home. It has been a long and difficult road so far, yet never has there been so much hope. The roll-out of the vaccine, something we could not even imagine just six months ago, is progressing so rapidly that the UK is leading the world in the number of vaccinations, well ahead of our European neighbours.On 23 January last year, the first known covid case landed in the UK. Tomorrow we will be 13 months on from that date, yet we have announced that 17.7 million people have received their first vaccine dose. We can often get lost in the frustration of being locked down and easily forget the remarkable achievements that we have made, that science has made, that the NHS has made, that Britain has made. Now that we hold three vaccines in our armour belt, we have the ammunition needed to defeat covid, and soon we will have more.In Teesside, we will be producing the Novavax vaccine at Fujifilm in Billingham, proving that Teesside will be leading the world in innovation and technology once again. However, what we are missing in Teesside is our own mass vaccination centre. The 660,000 people who live in the Tees valley do not have a mass vaccine centre. For my constituents in Redcar and Cleveland, our nearest centre is 40 driving miles away in Sunderland. We have plenty of available sites. I have written to the vaccines Minister, the Under-Secretary of State for Health and Social Care, my hon. Friend the Member for Stratford-on-Avon (Nadhim Zahawi), to endorse the Riverside stadium in Middlesbrough or Redcar racecourse in my constituency, which have both previously been testing sites for the Department of Health so will be familiar to the Government. Although I congratulate the Government on what can only be described as an incredible achievement so far, I urge Ministers to create more mass vaccine centres, including one in Teesside, to accelerate the roll-out even further so that we can all be protected much sooner.It is very welcome news indeed that schools will be allowed to go back to near normal in just under two weeks’ time, and even more welcome news that care home residents will once again be able to see their loved ones.  Covid has led to a deterioration of many care home residents due to the lack of human contact, so I am pleased that we are making this allowance. By the end of March, life will slowly start to feel as though we are getting back to normal, with the reintroduction of the rule of six. Between then and the middle of June, we will gradually start to get our freedoms back. I urge the Prime Minister to stick to his pledge of a one-way road to freedom. This road map gives us hope; let’s stick with it.",25806,Jacob,Young,22/02/2021,Conservative,Redcar,
text37403,"As we are all only too aware, neither the health crisis nor the economic crisis is over, and we are going into the winter. In both respects, the furlough scheme has a role to play to protect workers until our economic recovery is truly under way. I would like to thank the public servants who have administered the job retention schemes. In many cases, we have had much contact with them, and they have done an excellent job. Of course, as we have already heard, Germany and France have recognised this and taken the considered decision to extend their equivalent furlough schemes.Let us consider the unequal fiscal settlement between Westminster and the devolved nations. While the main levers of our response, such as health, are devolved in Wales, Westminster doggedly refuses to cede further economic powers to the Welsh Government to underpin these health interventions. Even as the UK Government borrow their way out of the immediate crisis, Westminster continues to enforce an artificial cap on the Welsh Government’s borrowing ability. It is one rule for Westminster and another for the devolved nations.Of course, this has an effect. Welsh Government-mandated local lockdowns without furlough support could mean families being forced to choose between putting food on the table and statutory sick pay of less than £100 a week. This is an unfair and an unworkable choice, and it highlights the real consequences of Westminster ending furlough too early for Wales. During the good times, refusing to allow Wales the financial means to help ourselves might be interpreted as dog in the manger behaviour, but in these hard times, it is wilfully obstructionist.Our response is interconnected, but the UK Government intervene in unforeseen and possibly unforeseeable ways. For example, outdoor centres such as the Urdd in Glan-llyn near Bala in my constituency — but across north Wales and, I am sure, across England as well — are struggling as the Department for Education in England continues to forbid such school-based activities, yet the UK Government, rightly in my opinion, insist that schools should reopen and office workers go back to their offices. The workers at these outdoor centres are caught as the collateral between different policies, and where do they stand? They look to lose their livelihoods.We believe that furlough must continue, specifically for severely affected sectors such as tourism, leisure, hospitality and the arts, which have lost a key proportion of their earnings season and are now heading into  a bleak winter. Some of them tell me they have lost  two thirds of their earnings season. The important message, if I could leave this with the House, is that these are not zombie businesses. Their business model was viable and they were flourishing before covid, and they only need to be conveyed safely through the winter season to have a viable and flourishing future. Anything else would be an abdication of responsibility by this Government and would risk undoing the collective sacrifice of the past several months across all four nations of the United Kingdom.",25302,Liz,Saville-Roberts,17/09/2020,Plaid Cymru,Dwyfor Meirionnydd,
text35595,"I thank the hon. Lady for her comments. I cannot claim to be an expert on the legislation in all the different countries around the world, but I would assume that it operates in different contexts. I am just trying to make a general point, from my own experience of investment options, that they can sometimes be a very complicated way of putting money into the green environment. That is the simple point I make.The other point I would like to touch on is the exit from the co-operatives. To go back to the precise wording of the Bill, it is also“to make associated provisions about restricting conversion to company status and the distribution of capital on winding-up”.I totally understand where the hon. Member for Cardiff North is coming from on demutualisation, and we have all seen examples of demutualisation in the past that have perhaps not turned out as well as everybody expected, but one of the problems in the financial world — at the end of the day, if people are to invest in green shares, it is in a sense a financial investment — is that we have to leave an escape route for people. If something goes wrong — as we saw in the Co-op itself when it had huge financial problems in its lending arm which, I believe, has now been hived off — removing the ability to exit those problems is a very big ask. While the intentions are very admirable, that is not necessarily wise for the long-term health of the co-operative institution.In the 2020 Budget, the Chancellor announced that the Government would bring forward legislation to allow credit unions — obviously, a form of financial mutual — to offer a wider range of products and services. That will support credit unions to continue to grow sustainably over the longer term and will allow them to continue to play a pivotal role in financial inclusion. This also needs to be taken into consideration in the preparation of this Bill.I agree with the hon. Member for Cardiff North that locally based financial support is crucial. I became increasingly frustrated during the covid-19 crisis by the performance of the high street banks and the fact that they have vacated the local market for the provision of finance. I am sure that many Members on both sides of the House felt the same way. We have built up a series of contacts in those banks so that we can take our constituents’ concerns to them and say, “Please can you unblock this problem?” The fact that the big high street banks no longer know their customers on the ground in the regions is a major issue. The intention behind the Bill, and indeed behind the credit union proposals, is to fill the gap in the market for locally based co-operative vehicles — rather like those in Germany — that provide finance to local businesses.I strongly commend the hon. Member for Cardiff North for her excellent speech and for introducing this Bill, but I hope that I have highlighted effectively some of the difficulties that it presents, despite the fact that it was created with the very best of intentions.",25799,Simon,Baynes,11/09/2020,Conservative,Clwyd South,
text51066,"Given the big sacrifices that York residents have made to get the virus down locally, does the Secretary of State accept how unfair it will feel if the city is kept in high tier restrictions even when our covid rate is considerably lower than it was when we entered tier 2 and one of the lowest in our regions? Does he agree that the new restrictions policy has to give people hope that self-discipline and resilience will be rewarded?",24853,Julian,Sturdy,23/11/2020,Conservative,York Outer,
text63613,"About a fifth of crimes reported in lockdown have involved domestic abuse, and there is real concern that the number of specialist domestic violence courts seems to be reducing. Will the Minister commit to strengthen the system and increase the number of specialised courts, so that we can support the hard work of the police and support victims at trial?",11732,Jessica,Morden,04/02/2021,Labour,Newport East,
text42031,"Just as Israel has signed a peace treaty with Bahrain and the United Arab Emirates, it is innovating to create an instant covid-19 test that is currently being trialled at European airports. What steps is my right hon. Friend taking to work with innovative Israeli companies in that area?",25359,Chris,Green,08/10/2020,Conservative,Bolton West,
text16867,"I have a short statement to make  about the conduct of today’s Prime Minister’s Question Time. It is exceptional and I will run it until 1 pm. It will serve as an effective replacement for separate statements on the situation of coronavirus. I will allow the Leader of the Opposition two sets of questions — he will have  a total of 12, which I expect to be taken in two sets of six. Similarly, I will allow the leader of the second largest party four questions, in two sets of two. I will also, exceptionally, call a further question from an Opposition Front-Bench spokesperson. In order to maximise participation, may I ask for short questions and short answers?",10295,Lindsay,Hoyle,25/03/2020,Speaker,Chorley,
text47556,"The Chancellor’s U-turn on furlough comes after intense lobbying by the TUC, the CBI, Labour and leaders in the Liverpool city region. Can the Chancellor explain why workers in the north were expected to get by on 67% of their pre-crisis wages when tier 3 restrictions were put in place, but that that has now changed to 80% once areas in the south of the country are being locked down? Will he give a cast-iron guarantee to the people of Wirral West that workers in the north will never again be treated as second-class citizens?",25349,Margaret,Greenwood,05/11/2020,Labour,Wirral West,
text53186,"This weekend, we will mark Small Business Saturday, when we all have the opportunity to praise the work of the fantastic small businesses that contribute so much to our local economies and have been through a tough time this year. Bounce back loans have helped small businesses, but because of the ongoing pandemic, they have, by definition, also left some businesses with debts that they may not be able to pay. What is the Government’s estimate of the likely rate of default on bounce back loans, and what further support can the Government give to small businesses whose trading conditions will continue to be severely impaired for months to come?",11936,Pat,McFadden,01/12/2020,Labour,Wolverhampton South East,
text56067,I take my right hon. Friend’s views on this very seriously. I would say to everybody in Bournemouth and across the country that the best way they can help their area to go into a lower tier is by exercising personal restraint — not seeing the rules as something to push against but rather acting well within them as much as possible to ensure that this virus does not spread.,24773,Matthew,Hancock,14/12/2020,Conservative,West Suffolk,
