docid,text,person_id,first_name,last_name,date,Party,Constituency,label
text28262,What support his Department has provided to veterans during the covid-19 outbreak.,24887,Jason,McCartney,06/07/2020,Conservative,Colne Valley,4
text25904,What steps the Government are taking to support the recovery of the Northern Ireland economy from the effects of the covid-19 outbreak. ,25411,Christian,Matheson,24/06/2020,NA,NA,4
text66710,What support the Government have provided to ensure that children living in asylum accommodation with limited or no wi-fi during covid-19 lockdowns are able to access remote learning. ,14146,Anne,McLaughlin,01/03/2021,Scottish National Party,Glasgow North East,4
text51846,"The pandemic has affected all communities in our country. This Government have done their utmost to protect lives and livelihoods. We have targeted economic support at those who need it most. For example, rolling out unprecedented levels of economic support worth over £200 billion has provided a much needed lifeline for  those working in shut-down sectors such as retail and hospitality, the workforces in which are disproportionately young, female and from a black, Asian or minority ethnic background. We have taken action to ensure that disabled people have access to disability benefits, financial support and employment support, such as the Work and Health programme, and we have extended the self-employment income support scheme, in which some ethnic minorities are disproportionately represented.",25693,Kemi,Badenoch,25/11/2020,Conservative,Saffron Walden,4
text49329,"Sorry, Madam Deputy Speaker. I am getting carried away.I will be asking the Minister what he will be doing to ensure that vital maternity safety programmes, such as the saving babies’ lives care bundle, can get back on track. I will be asking him what he will do to develop a national strategy for reducing rates of smoking in pregnancy among women from disadvantaged communities, learning the lessons from the areas where the greatest declines have been seen in smoking in pregnancy. I will be asking him how he will ensure that mental health trusts are required to implement National Institute for Health and Care Excellence guidance and that the Care Quality Commission is directed to assess that when it carries out its inspections. Finally, I will be asking him what  steps he will take to ensure that smokers with mental health conditions receive evidence-based advice about switching from smoking to vaping.I want to elaborate a little further on those issues. As a result of comprehensive action at national, regional and local levels, significant progress has been made over the years on bringing down smoking rates in England. The 2019 prevention Green Paper’s commitment to make England smokefree by 2030 was an appropriately ambitious and welcome commitment to continuing this important mission. However, a year on from the end of the Green Paper consultation, we have yet to see the Government’s response or their promised and much-needed further proposals, which would enable us to meet the 2030 ambition.Despite our national progress, smoking remains the leading cause of preventable illness and death in England. Each year, smoking kills more people than obesity, alcohol, drug misuse, HIV and traffic accidents combined. Smoking is a particular challenge in my constituency of Blaydon, where 17.4% of adults smoke, compared with 15.3% across the north-east and 13.9% nationally. Smoking costs Blaydon £1.8 million every year, largely as a result of NHS treatment costs, lost productivity due to ill health and premature death caused by smoking. For communities such as Blaydon, achieving the smokefree 2030 ambition will be tough, but it remains essential for the health and wellbeing of our community. However, analysis by Cancer Research UK finds that on current trends, disadvantaged communities such as my own will not become smokefree until the mid-2040s. This rate of progress is not acceptable and not affordable for our most deprived communities.The last tobacco control plan was two years late, as we have heard. It should have been published in 2015, and it was delivered in the summer of 2017 only because of the commitment of the then Health Minister, the hon. Member for Winchester (Steve Brine), who I am pleased to say has just joined us. The tobacco control plan that he introduced included the ambition for a smokefree generation, and now that the Government have committed to deliver this by 2030, the pressure is on. Our current tobacco control plan is set to run out in 2022, leaving an eight-year gap in which, according to Cancer Research UK, the rate of smoking prevalence decline must be 40% faster than our current trajectory if our nation is to meet the 2030 tobacco control plan commensurate with the scale of the ambition to be smokefree by 2030.I shall turn now to the NHS long-term plan. The successful delivery of the plan is essential to the achievement of the smokefree 2030 ambition. The plan published in January last year sets out welcome commitments to tackle smoking in the NHS. By 2023-24, NHS-funded tobacco dependence treatment will be offered to all hospital in-patients who smoke; all pregnant smokers and their partners, too, if they smoke; and all long-term users of specialist mental health and learning disability services who smoke.The evidence is clear of the benefits this will bring, both to smokers and to the NHS. Smokers are 36% more likely to be admitted to hospital and smoking is responsible for almost 500,000 admissions each year in England. One hospital patient in four is estimated to smoke. The increased demand that smoking places on NHS treatment capacity translates into an enormous financial burden. Each year, smoking costs the NHS around £2.6 billion,  including avoidable secondary care costs estimated at £890 million a year. The cost in the north-east to the NHS is around £132.3 million a year, with smoking in Blaydon alone responsible for around £300,000 of that. Across the north-east, it is estimated that implementing the long-term plan commitments at just 40% coverage, as is aimed for by the end of 2021-22, would deliver net savings of nearly £12 million to the NHS in the north-east.In the north-east, progress towards implementation of the long-term plan’s commitments on smoking is well under way. Treating tobacco dependency is one of two key priorities for the north-east and north Cumbria integrated care system population health and prevention work stream. To focus efforts across the region, a dedicated north-east Smokefree NHS/Treating Tobacco Dependency Task Force was established in 2017. The taskforce has provided strategic direction, developing regional resources and facilitating partnership working with all stakeholders, including NHS trusts, local authority tobacco commissioners, Public Health England and primary care.As of April 2020, all NHS trusts in the north-east had achieved smokefree NHS status by implementing updated smokefree NHS policies and pathways to identify and treat smokers from admission, in line with national guidance. Across the north-east, trusts have established good links between hospitals and community stop-smoking services funded by local authorities to ensure treatment started in hospital is continued after patients leave hospital. Trusts are training staff to build capacity. They have also signed the NHS smokefree pledge as a clear and visible way to show commitment to helping smokers to quit and to providing smokefree environments.Elsewhere, progress has not been so heartening, and it is clear that the funding and focus promised by the long-term plan are much needed. An audit of smoking cessation advice and services in NHS acute hospitals, published earlier this year by the British Thoracic Society, concluded that there is poor adherence to national standards and slow progress in identifying and treating smokers. In fact, in many cases the situation is worse than at the time of the last audit in 2016. One smoker in two is not asked whether they would like help to quit. Only one hospital in three has a hospital-funded smoking cessation practitioner, compared to one in two in 2016. Referral to hospital smoking cessation services is available in only four out of 10 hospitals. In 2016, the figure was more than half.Progress on the long-term plan’s commitments has also not been immune from the impact of the covid-19 pandemic. Early implementation sites chosen to stress test the new tobacco dependency treatment pathways set out in the long-term plan were due to start in April, but this had to be delayed until last month. With winter approaching, and the risk of co-circulation of covid-19 and seasonal flu looming, there is a real risk that work to deliver the long-term plan’s commitments on smoking could be derailed. If we are to achieve the smokefree 2030 ambition, addressing smoking where contact with smokers is greatest is an opportunity that must not be missedLet me turn to smoking in pregnancy. The Minister is as concerned as I am about this issue, on which there is too little progress. This needs to be a major focus of the next tobacco control plan. Ensuring that more pregnancies are smokefree not only protects the baby as it grows and reduces the risks of complications such as stillbirth and  miscarriage; it also gives children the best start in life. NHS England has included addressing smoking as a key part of the initiative to reduce stillbirth and neonatal deaths through its saving babies’ lives care bundle, which is designed to encourage trusts to implement evidence-based measures to improve the safety of pregnancies. However, as with other aspects of NHS activity, this work has been undermined by the impact of covid-19, with a key aspect — carbon monoxide breath tests for all women — currently suspended. I understand that there are also reports from local authorities’ stop-smoking services that fewer pregnant women are being referred for them for support by maternity services. What will the Minister do to ensure that those vital maternity services get back on track as a matter of urgency?Despite work in the NHS, progress has not been made anywhere near swiftly enough. There are big variations in the performance of different parts of the country. In a soon-to-be published analysis, Action on Smoking and Health finds that rates of smoking in pregnancy have increased in the past five years in a third of clinical commissioning groups, while declines have been seen in less than half, or 44%. It is therefore hardly surprising that the Government seem so unlikely to achieve their ambition of reducing rates to 6% by 2022. In the north-east, we continue to have some of the highest rates of smoking in pregnancy in the country. These are driven by high levels of disadvantage in the region, but, unlike in some regions where rates have even increased, rates in the north-east have fallen in the past five years, from 17% in 2016 to 15% in 2020. Progress has been driven by the regional tobacco programme in the north-east and by the work of NHS England, Public Health England and local government.The Minister might be interested to hear that a recent analysis by The Times found that areas of the country that were likely to have seen big drops in rates of smoking in pregnancy were also more likely to have implemented financial incentive schemes to support pregnant women to quit. Evidence on the effectiveness of these schemes has been accumulating for many years; they have been shown to increase quit rates when implemented alongside evidence-based quit support. Such incentive schemes are in place in Greater Manchester and South Tyneside. Madam Deputy Speaker, I can see you looking at the clock, so I shall press on.",25623,Liz,Twist,12/11/2020,Labour,Blaydon,4
text20814,"I have had regular discussions with my right hon. Friend the Chancellor of the Exchequer to ensure that the right financial support is available to people in Wales, and across the United Kingdom, to help people through the covid-19 outbreak.",24813,Simon,Hart,03/06/2020,Conservative,Carmarthen West and South Pembrokeshire,4
text51163,"I very much sympathise with the hon. Lady’s constituents in Lancaster and Wyre, and I thank them for the efforts that they have gone to in helping to bring the virus down in their area. It is very difficult, as I said earlier, to draw up the boundaries of these regions in a way that is satisfactory, but I hope that people will work together to get the test, to kick covid out and to drive down the virus, thereby — hopefully — to reduce the restrictions in their area.",10999,Boris,Johnson,23/11/2020,Conservative,Uxbridge and South Ruislip,3
text64794,"While crime has risen across the country, it has risen every single year since the Warwickshire police and crime commissioner was elected. Since 2015, crime has risen by 45% in Warwickshire. Furthermore, victim satisfaction has gone down. I am afraid to say that this is now a Government of crime and disorder. Nationally in 2019-20, violence as a proportion of all crime recorded by the police reached its highest level since comparative records began. At the same time, violence against the person has increased in every police force across the country. More specifically, offences involving a knife have increased in every police force in England and Wales. There was a 10% increase in the total number of domestic abuse offences recorded by the police in the year ending September 2020 compared with the previous year. Most depressingly of all, only one in 14 crimes leads to a charge.As the hon. Member for Kettering (Mr Hollobone) said, the national statistics are reflected in counties such as Warwickshire and Northamptonshire, and particularly locally in my constituency of Warwick and Leamington, where communities are alarmed by the shocking rise in violent crime. Knife crime is often spoken of as a metropolitan or city issue, but it is clear that towns across the UK are impacted, in particular due to county lines drug gangs. Towns such as Bedworth, Leamington, Nuneaton and Rugby have all been victim, with our residents on the frontline watching as knife crime has quadrupled across Warwickshire since 2013-14. In Leamington alone we have had at least five stabbing  incidents in just over a year, with the latest on 16 January when a 15-year-old boy had a substance thrown in his face and was stabbed after refusing to hand over his mobile phone.It would be easy to say that we simply need more officers, but we need more specialist staff, too. One should not be substituted for the other. When it comes to domestic abuse, there were 1,628 arrests for domestic abuse-related crimes across Warwickshire between 1 April and 30 June 2020. In fact, a staggering 15% of all recorded crime here is now domestic abuse-related, so why is it such a low priority for the police and crime commissioner of Warwickshire and, indeed, for the Government?The Government have made much of their claim that they are putting more police on the streets, but in truth it is nonsense. They are putting police on the streets but withdrawing and sacking officers and staff working behind the scenes who are just as valuable as our frontline officers.The police grant report confirms fears that the funding allocated for promised additional officers is far lower than last year, falling by £285 million throughout the UK from last year. This will put huge strain on police finances, meaning fewer police staff and PCSOs and therefore fewer officers on the beat — unless something gives. By the year ending March 2018, more than 21,000 officers had been lost, taking their numbers to the lowest level since 1988. There are still more than 9,000 fewer officers today than in 2010. Rather than properly fund the police, Ministers have chosen to heap the burden on hard-pressed homeowners — local taxpayers — by raising the precept to £15 for band D properties.Unlike the Conservatives, Labour’s record in government shows that we can be trusted on policing and crime. Let us remember that by 2010 crime was down by more than a third compared with 1997, with 6 million fewer crimes each year and the risk of being a victim of crime at its lowest since the crime survey began in 1981. Police numbers had reached record levels, up by almost 17,000 since 1997, and Labour invested in safety and security in our communities, with the addition of 16,000 police community support officers.Let me turn to the picture locally and the cuts to Warwickshire police. Since 2010, we have seen a real-terms funding cut of 2% — a cut of £2.4 million — resulting in a decade of rising and more-violent crime. The Conservative police and crime commissioner has hiked the precept, which is often confused with council tax, every year since he was elected except one, when he kept it the same. He proposes a precept increase for a band D property of a further £15, or 6.3%, in 2021-22. That follows a 5% to 6% increase every year for the past few years. Council tax band D properties in Warwickshire are being charged almost £50 more annually for policing than when the police and crime commissioner was elected in 2016, resulting in local people paying more but getting less.Most disturbing have been the cuts to Warwickshire’s domestic abuse unit, to which I alluded earlier. The police and crime commissioner plans to replace all nine staff, with some 70 years’ experience in police service between them, with new police constables. More than half the people in Warwickshire police custody over Christmas were arrested for domestic abuse. A petition against the cuts, organised by local residents, has gained more than 1,000 signatures.After Warwickshire police announced the redundancies to backroom staff, I contacted Unison, which told me that around 125 posts previously carried out by members of police staff have been redesignated as police officer posts. Police staff doing those roles freed up police officers to get out on the streets — that was the great value of how it worked — where the public can see them and be reassured by their presence, rather than them being sat behind their desks in offices. The decision to put these police officers into offices and to make the staff redundant is more expensive and a questionable use of public money.In all, Warwickshire police is losing 87 hard-working employees of the force in the middle of a pandemic, yet the police and crime commissioner is claiming that an uplift of 40 police officers will offset that. The public know they are being duped — they know they are paying more for less. It is not often in life that people are prepared to pay more for less and be content. The public of Warwickshire are not happy. They demand greater security and greater safety, and they demand better.",25701,Matt,Western,10/02/2021,Labour,Warwick and Leamington,4
text16975,"I thank the Leader of the House for his statement. Let me start by  wishing Prince Charles a speedy recovery. I know that he has tested positive for coronavirus, and that our gracious sovereign is also in self-isolation. It was good  that Prince Charles was able to have a test. Many of our front-line staff do not have that test. The Prime Minister said earlier that he wants to protect the NHS. The staff need protecting and they deserve our gratitude, so will the Leader of the House do all that he can to ensure that tests are available for them?The Leader of the House will know that Labour Front Benchers and those of the other Opposition parties are working constructively together, and I hope that will continue when we go into recess. Many of the fiscal measures have come through because our constituents, some of whom are absolutely desperate, have contacted us to ensure that we put their cases forward. I am slightly concerned about the Leader of the House’s caveat on 21 April. I know he will do all that he can to ensure that Parliament returns on 21 April, and we know that we are able to operate, albeit with a skeleton staff.May I ask him about voting, because that is another area that hon. Members have concerns about? I am sure that he would be the first to agree that we need to hold the Government to account. We found new ways of voting during the Brexit debate, and therefore I wonder whether negotiations could continue through the usual channels, because clearly voting arrangements must reflect the wishes of the House. I have raised with him the possibility of questions. We know that questions are not answered during recess — and in the light of your statement, Mr Speaker, there is no way that the civil service can cope with 60 questions at a time, and we do not ask for that — but given the unusual times, will the Leader of the House look at ways in which urgent questions can be answered, whether that is through questions or more MPs’ hotlines?May I ask the Leader of the House about the Boundary Commission report, which was published as a written statement yesterday and is to be decided by Order in Council? We both know that it is not for the gracious sovereign to be involved in a political decision, so will he ensure that any oral statement comes back to the House so that the House can decide on that?I am tempted to say that I have received an email from the Leader of the Opposition, but I want to pay tribute to him and thank him for all his work, and particularly his family and his staff. They have worked very hard. My right hon. Friend must have done something right, because he has seen off two Prime Ministers.Finally, I want to thank everyone here — the reduced staff who have enabled us to carry on working here and to carry on business — and I want to wish every single hon. and right hon. Member and their families well. I hope that they will be healthy and safe.",24852,Valerie,Vaz,25/03/2020,Labour,Walsall South,4
text20324,"I have to say that I am used to clearing rooms when I start speaking, but this is quite impressive even by my own standards. Nevertheless, it is a privilege to make my debut at the Dispatch Box as shadow public health Minister on a topic as important as this one. Currently, everything we are addressing is a matter of life and death, but when we are talking about critical transplants, that could never be clearer.I thank the Minister for everything she is doing during this crisis, not only on this particular issue but on everything related to protecting us from the coronavirus. She and her ministerial colleagues are working around the clock and have been doing so for weeks; we appreciate that.This is my first opportunity to express publicly in this place my thanks to our NHS and social care staff for all the wonderful things that they are doing in my community and communities up and down the country to keep us as safe as possible.We clap with you on a Thursday, but we think about you always and we are really grateful for everything you are doing.The transplant of organs and human tissue changes and saves lives. It brings hope, it can bring happiness and it is the ultimate altruistic act. The Organ Donation (Deemed Consent) Act 2019 promises a significant breakthrough in the ability to save and change lives. Those who campaigned for it spotted the public mood and understood the British people on this issue. However, a key part of understanding that fundamental desire of the British people to do well by each other is to understand that this change has to hold within reasonable limits. It is therefore right that we are completing the process today and setting out clearly the sort of tissue that goes beyond routine transplantation. That is a critical part of maintaining public confidence in the process.The Opposition supported the Act during its progress and we support the regulations before us today. We have many people to thank for last year’s Act. I will start by thanking Geoffrey Robinson, the former MP for Coventry North West, for introducing the Bill. His legacy in this place is significant on a number of issues, and this legislation will certainly have long-lasting and far-reaching implications. I also thank my hon. Friend the Member for Barnsley Central (Dan Jarvis) for taking up the baton in 2019 and getting the legislation over the finishing line — he continues to be an excellent champion of the Act, and I think we will hear from him shortly — and, in the other place, the noble Lord Hunt for his stewardship of the legislation.Of course, I also pay tribute to Max Johnson and Keira Ball, after whom the Bill was known. Keira tragically died in a road accident, but her heart saved Max’s life at age nine, after an eight-month wait. They are truly inspirational and a huge part of why we are here today, as indeed is everyone who supported the campaign, not least the Daily Mirror and its readers. Each and every supporter has helped to bring us here today to do this important job.It is impossible to talk about anything, especially anything health related, without referencing the coronavirus outbreak and its effect on all aspects of our lives. However, it is particularly pertinent when we talk about transplants, so I will touch on it now before getting into the substance of the regulations. From 1 April to 10 May, 155 transplants took place in the UK from deceased donors. In the previous year, that figure was 404, a drop of more than 60%. There have been no transplants at all from living donors, which usually make up close to a fifth of the total, and current waiting list figures will not accurately reflect the need that may have been created for organ transplant due to the pandemic, which will only cause greater strain in future months.I do not say these things to criticise the Government. Kidney transplants are the most common form of transplants, and in answer to a written question, the Minister for Care shared with me the fact that the early data show that both dialysis patients and those who are immunosuppressed through a transplant are more vulnerable to covid-19. The fact that transplants have been taking place at all therefore suggests that decisions are being made on the balance of need and on a case-by-case basis, an approach that I think we would all support. However, we know that, as the Minister said, patients were dying on the transplant waiting list even before the outbreak because the supply of donor organs failed to meet the demand. Fewer transplants quite simply means that the mortality rate will increase.What assessment has the Minister made of the impact of covid-19 on the mortality of patients waiting for transplants, and what plans do the Government have to deal with the increasing backlog? I have raised this issue with her colleague, the Minister for primary care and public health, in relation to cancer and have not yet heard clear answers. We need to know what efforts the Government will be making to deal with the bubble challenges that will be coming through the system in future weeks and months. The Minister in the other place talked yesterday about a tremendous effort to restore transplant services. Will this Minister take the opportunity today to outline what the recovery plan is likely to look like and what the timeframes will be?At the beginning of the coronavirus crisis we all talked of it as a great leveller and said that the virus would not recognise our differences, but we have seen in the weeks and months since just how much that is not the case. The coronavirus has exposed what many Opposition Members have said for many years. Britain is an unequal country, across regions, across gender and across protected characteristics. These inequalities are terrible for our nation’s health, and tackling them must be a post-covid priority.The black, Asian or minority ethnic community suffers particularly when it comes to transplants. In 2018, 21% of those who died waiting for transplants were from a black, Asian or minority ethnic group. There is a higher chance of a successful transplant if the organ comes from an individual of the same ethnic background, but that means that those from black or Asian backgrounds currently wait six to 11 months longer for an organ match. This inequality will not do, and there have to be practical things to change it, starting immediately. The culture change that the Minister talked about is at the heart of that — us all having those conversations with our loved ones — but we know that we have to be doing  something specifically different to reach those communities experiencing the most unequal outcomes. For that reason, I would like to press the Minister on something her colleague in the other place said yesterday. He said that the Government would be following up with an awareness campaign aimed at BAME audiences. Can the Minister give a firm commitment today that this will take place, tell us when it might happen and critically — I had this conversation frequently during my time in local government — confirm that it will be developed by BAME communities, rather than on their behalf? If it is to be effective, it will have to be different from how it has been in the past.A key aim of the 2019 Act, which the regulations will, I hope, supplement today, was to reach an 80% consent rate in England. This will take time but certainly seems possible. In Wales, where the opt-out mechanism was implemented by the Welsh Labour Government in 2015, the consent rate has risen from 58% to 77%. In England, we start from a base line of 67%, so we are better placed, and if we reach the target, we are talking about as many as 700 more transplants a year — 700 lives that can be extended, transformed or saved. The Minister has been challenged on the timing of the regulations — I have reflected on that question myself — but that number seems a strong reason to push on. As she says, the recent weeks and months have shown us how precious human life is and that we should not waste moments if we can improve lives.Yesterday, the noble Lord Bethell told the other place that the restoration of all transplant services would include training nurses on the new law as soon as possible after they return. I would be keen to know a bit more about that. It was not something we had heard of before, and we would want a sense of the scale of that and the precise timeline the Government are expecting.As I said, the Opposition are happy with the regulations as laid, but I seek to make three points. First and foremost, we agree that deemed consent should only apply to routine transplants. This is a matter of ensuring that public policy going forward matches the public’s expectation. I share the Government’s view that this would not reflect rare or novel procedures, including to create advanced therapy medicinal products, taking place without explicit consent. I will reflect on those ATMPs in a couple of seconds.Secondly, I welcome the Government’s response to the consultation on the statutory instrument. Following the responses received, they have rightly revised the regulations with additional clarifications on tissues from sexual and reproductive organs, which will not be subject to deemed consent. That is particularly welcome. It is nice — I dare say even novel — to see a Government consultation leading to such concrete changes. It is a good thing and long may it continue.Thirdly, the Government indicated in their response to the consultation that they do not expect the list of accepted tissue to need regular updates, and I agree with that in principle. The Minister mentioned how a process might happen if things were to be revised later, but I would like to understand a bit more about what would have to change for her to start such a process.On those rare and novel transplants, it is important that public policy matches what people expect from the legislation, but we should be proud that the UK leads the world on such transplants. It is a good sign of the  health of our country in this regard. They are not currently included under deemed consent, but developing these new technologies and techniques enables us to save more lives. We lead the way in both development and implementation. We have pioneered the OCS — organ care service — heart system, a portable device that can preserve a donor heart in a near-normothermic beating state until it is transplanted, which is currently being used in three heart transplant centres in the NHS and is being introduced in a fourth. We have also shown that abdominal organs can be assessed and their function improved using normothermic regional perfusion technology. As is the aim with this legislation, these developments can save lives, and we should be proud of that, but we should not rest on our laurels, so could the Minister reaffirm the Government’s commitment to continuing the UK as a leader in this regard and to providing the necessary funding to transplant units to ensure they can take advantage?I turn now to resources, because what we are agreeing today, though very important, will have resource implications for us to pick up. An increase in the number of transplants will necessitate increased support for families who lose loved-ones. It is a difficult and emotional experience for them, and they will require high-skilled care and support, so what extra support will be available for them as these numbers increase?Similarly, we will need specialist nurses for donation, not just for the direct care but for the implementation, providing advice and support to families and playing the vital role of determining what the deceased’s last known decision was, so that no procedures take place without the appropriate consent. As I say, the Minister in the other place yesterday mentioned specialist training. Could the Minister here today expand further on that?I welcome the Government’s commitment to ensure that there are enough staff to do this. Will the Minister also commit to providing the additional funding required to ensure that the required increase in specialist nurses continues in line with the increase in transplants, so that they are not having to be begged or borrowed from other parts of the service?We support these regulations. This is the next staging point in a really important journey. It will make a difference to hundreds and hundreds of lives — lives of people who are completely unaware that these discussions are even taking place today, not knowing that they will need this. This is the right thing to do and the right time to do it, and we support the regulations.",25687,Alex,Norris,19/05/2020,Labour/Co-operative,Nottingham North,4
text64990,"Tribute needs to be paid to you, Mr Speaker, the House Service and the Leader of the House for making sure that Parliament has continued to function throughout the pandemic. The discussion that has just happened about Westminster Hall is critical to Back-Bench Members of Parliament. The Grand Committee Room is simply not fit for purpose at this time — there is insufficient airflow, too many staff would be required to be on the palace estate and it is not equipped for hybrid proceedings. None the less, there are rooms in the palace that are ready to do that. Will my right hon. Friend to reflect on that and bring forward a motion that will allow for Westminster Hall-type debates to take place in the Boothroyd Room, in Committee Room 10, or possibly even in unused time in the Chamber?",24725,Karen,Bradley,11/02/2021,Conservative,Staffordshire Moorlands,4
text21864,"My hon. Friend has made important points. I have already made my view abundantly clear about how unacceptable the violence was that we witnessed on the streets, and the assaults on police officers. Hon. Members will understand that operational decisions on policing come under the operational independence of chief constables, and the Commissioner of Police in London. Police and crime commissioners also have responsibility for the totality of policing in their force area.For future protests, it is the responsibility of the Mayor of London to ensure that when it comes to policing, protests in particular do not manifest in the way they have done. He has a duty to communicate to Londoners that they should express their own views in a right and proportionate way, by sticking to the regulations that have been outlined by the Government. I made my views clear over the weekend, as did the Secretary of State for Health and Social Care: we do not want to see these protests take place. We are in the midst of a health pandemic, and by gathering in such a way, people’s lives are being put at risk. That does not help anybody; that will not stop the spread of the virus or protect the NHS. The Mayor of London has an important role to play right now, and I urge him to step up and do exactly that.",24778,Priti,Patel,08/06/2020,Conservative,Witham,4
text46809,"I thank the Minister for his responses so far and I share the House’s view that this is absolutely ridiculous, that we are still here talking not just about Nazanin, but about all those political prisoners who are being detained. I am particularly concerned about Anousheh Ashouri and his susceptibility to covid-19. Specifically, which other detainees is the Minister aware of who also have  susceptibility to covid-19, and what assurances will he give the House that robust conversations have been had about their getting specific medical attention for the those comorbidities?",25689,Layla,Moran,03/11/2020,Liberal Democrat,Oxford West and Abingdon,4
text58627,"Today Britain is forging a new path as a sovereign nation state. We will stand by our long-held values of liberty, democracy and respect for human rights. We will work hard to support our European friends and neighbours and our allies around the world and will continue to stand by the world’s poorest. But we must also seize the opportunity of our new freedoms — the opportunity to cast Britain as an icon of an outward-looking modern state. To do that, we have to recognise the changing factors disrupting the world as we know it today. First, the world’s economic centre of gravity has shifted east, and the Indo-Pacific region is now the fastest-growing region in the world. Secondly, the rise of technology is profoundly changing how we live and work. Those who cannot keep up will lose out.We need to prepare ourselves for the century ahead. We should be proud of the talents born across these islands of our shared achievements to date. We are the world’s fifth largest economy, with more Nobel prizes and world-leading universities than any European country. We are a diplomatic superpower and a nuclear power, and we benefit from our leadership roles in the UN Security Council and the G7. We have a leading global financial centre and we consistently attract the highest foreign direct investment in Europe. Along with China, the US and India, we are one of the top four breeding grounds for tech unicorns — those rare new companies that achieve billion-dollar valuations. However, the world does not stand still and nor can we. We must now use our hard-won freedoms to keep up with a changing world — the freedom to revise our regulations at speed to meet the pace set by the world’s brightest innovators, to strike new trading relationships that suit our distinct economic strengths and to spur on our specialist sectors.Britain’s record on covid-19 vaccinations — vaccinating more people than the rest of Europe combined — has reminded us all of the importance of an ambitious and agile state that controls its own regulation. We can use progressive regulation to push new boundaries, from AI to fintech to life sciences to gene editing, and we can also be ambitious with our new global partnerships, particularly in the Indo-Pacific. Our new trading freedom means Britain can join the CPTPP. Already the largest trade agreement by population, if the US joins, it will  be the largest economic free trade agreement in the world. We can do more to collaborate with our Indo-Pacific partners, from space development alliances to green finance to protecting our shared values. We are also the biggest funder of COVAX, the global vaccine alliance, which will ensure we can get at least 1 billion doses of coronavirus vaccines to more than 90 developing countries.Through innovation and partnership, we are helping to get the vaccine to those who need it most, proving that an independent Britain is not only good for us, but good for our friends across the world. Indeed, that is a fitting first step for a new truly global Britain.",25890,Claire,Coutinho,11/01/2021,Conservative,East Surrey,4
text27736,"It is a pleasure to follow my hon. Friend the Member for Leicester East (Claudia Webbe). I wish her and other Members of Parliament representing the Leicester area well with the non-easing of lockdown this weekend. Coronavirus has given us an exceptional opportunity to rethink things and do things differently. New clause 28 seeks to have a green thread running through our finance legislation. I will vote for it, because it seeks to inject some green thinking and some fresh thinking into the way that our economy acts.Like other Members, I have been approached by many constituents this week about the Climate Coalition declaration. I had a very useful discussion with constituents yesterday about the three key demands, which fit neatly into this debate. The first is unleashing a clean energy revolution. I am proud to be in a city where the ultra-low emission zone scheme, which was introduced by the Mayor of London, has reduced emissions by 40% over a short period. That was quite a brave move — it is not universally popular. Often these green measures are not particularly popular to begin with, but when people realise that they can breathe better, the measures become more popular. I am sure the Minister agrees that the ULEZ is a good scheme that could be rolled out in other cities.The wonderful campaigner Rosamund Kissi-Debrah is the mother of Ella, who, at the age of nine, tragically lost her life due to asthma. That was back in 2013, and we know that asthma deaths have risen exponentially in the last decade. Indeed, there seems to be a link between asthma and how badly one suffers from coronavirus, so we must redouble our efforts on a clean energy revolution, to make our environment much fitter for human beings.Housing should be fit for the future. I notice that housing was way down the list of the Prime Minister’s capital spending priorities, and that is a missed opportunity. We know that a lot of air quality issues relate to people’s homes. For example, older construction in the social rented sector often means that there is damp, which can lead to problems such as chronic obstructive pulmonary disease and asthma. We also know that a number of homes in the privately rented sector desperately need to be renovated, with new boilers and a reduced carbon footprint. This is the simple, low-hanging fruit that could be tackled through the Bill. It would be lovely to have the tidal lagoons as well, and I voted in favour  of those, but tackling the low-hanging fruit and funding local authorities properly so that they can do these basic things would be easy and would create jobs, including green jobs.The second thing that the Climate Coalition is pushing MPs to do is to protect, restore and expand our green and wild spaces. Many of us will have had a renewed interest in and respect for our local parks during the coronavirus lockdown. I make a simple plea that the Minister look at increasing finance for local authorities to look after our parks better, to create beautiful walking environments and to plant more trees. I know that tree planting is on the list of things that will happen, but maintaining and looking after our green spaces is one of the easy things we could do to boost our air quality and our health.Thirdly, leaving no one behind is a fantastic idea. It is simple: by addressing social justice, we can have the greener environment and better economy that we all seek. For example, we can do that by increasing support to the most vulnerable, which means targeting many of our green measures not just at people who can afford, say, a Tesla or a Nissan Leaf. My hon. Friend the Member for Leeds North West (Alex Sobel) talked about Nissan Leaf vehicles and Government incentives on electric vehicles; the trouble is that electric vehicles are still too expensive for most people. That needs to be addressed and the Government need to look at it very quickly.With Brexit coming down the line — with six months to go — I have a specific question for the Minister: what is the replacement strategy for the EU emissions trading system? I see him looking studiously at his notes and hope that he will reply to that question when he responds to the debate. I shall give him some time to prepare.Leaving the European Union has of course left the UK much more exposed to a degradation of ambition on things such as cleaner water. Our beaches, rivers and lakes became much cleaner to swim in once we were using the benchmark of the European clean water directives. We were also pushed much more at local authority level to pick up our recycling rates — which, by the way, have completely plateaued at local authority level in the past decade of austerity.Such things are the low-hanging fruit. We want to be ambitious on big schemes as well, but so much can be done at a local level, with more funding for local authorities and regional mayors to do the basics to bring us all up at the same time and not leave anyone behind.",25328,Catherine,West,01/07/2020,Labour,Hornsey and Wood Green,4
